feature,importance
diff_active_bpm,60.066688537597656
diff_missing_impact,34.92036056518555
diff_run_avg_margin,31.749542236328125
diff_roster_bpm,19.495609283447266
diff_blend_barthag,13.439676284790039
away_active_bpm,11.285826683044434
home_matched_players,10.274247169494629
home_active_bpm,8.44726276397705
home_missing_impact,7.9217119216918945
away_matched_players,7.533177852630615
neutral_travel_distance_diff,7.329296112060547
away_missing_impact,7.294158458709717
away_star_count,7.000747203826904
diff_top5_bpm,6.9965057373046875
diff_prior_rank,6.886746883392334
away_travel_distance,6.8476386070251465
neutral_site,6.840596675872803
away_run_win_pct,6.590383052825928
neutral_max_travel_distance,6.4851226806640625
away_run_recent_avg_margin,6.446997165679932
diff_run_recent_avg_margin,6.4360551834106445
away_blend_barthag,6.168333053588867
diff_run_win_pct,6.146697998046875
away_run_recent_win_pct,6.070594787597656
home_blend_barthag,5.9400153160095215
home_run_avg_pts_against,5.939856052398682
away_roster_bpm,5.920247554779053
home_blend_adj_tempo,5.907683849334717
diff_prior_win_pct,5.906810760498047
home_prior_rank,5.879249095916748
home_run_avg_margin,5.876035690307617
home_prior_adj_tempo,5.84910249710083
away_top5_bpm,5.838592052459717
away_away_win_pct,5.814912796020508
away_blend_adj_oe,5.785037517547607
away_prior_adj_oe,5.7707600593566895
home_blend_adj_de,5.765135288238525
away_timezone_shift,5.72163724899292
diff_blend_adj_oe,5.674770355224609
away_run_avg_margin,5.642639636993408
home_top5_bpm,5.622348785400391
home_run_recent_win_pct,5.616086959838867
away_prior_win_pct,5.565611839294434
home_run_games,5.520672798156738
diff_sos,5.503784656524658
home_run_avg_pts_for,5.502457618713379
home_run_recent_avg_margin,5.438087463378906
home_roster_obpm,5.425047874450684
diff_blend_adj_de,5.410055637359619
home_depth_count,5.373189926147461
away_prior_rank,5.361769199371338
away_roster_obpm,5.360710144042969
home_blend_adj_oe,5.354036808013916
away_sos,5.326827049255371
away_depth_count,5.288907527923584
diff_run_recent_win_pct,5.260972499847412
home_prior_win_pct,5.242830753326416
diff_blend_adj_tempo,5.241490840911865
home_roster_dbpm,5.219447135925293
away_run_avg_pts_for,5.217642307281494
away_run_avg_pts_against,5.199531078338623
home_sos,5.1769561767578125
away_prior_adj_tempo,5.121471881866455
home_run_win_pct,5.11369514465332
away_prior_adj_de,5.036787986755371
away_roster_dbpm,4.976729393005371
season_progress,4.972787380218506
away_blend_adj_de,4.9598259925842285
away_prior_barthag,4.941744327545166
home_home_win_pct,4.8778276443481445
home_roster_bpm,4.814533233642578
away_blend_adj_tempo,4.7201337814331055
home_prior_adj_oe,4.60952091217041
home_star_count,4.294210433959961
home_prior_adj_de,4.26041841506958
away_run_games,4.242356777191162
away_rank,4.007746696472168
home_rank,3.7621753215789795
home_prior_barthag,3.2601318359375
neutral_timezone_shift_diff,3.087897300720215
